# Mon Aug  7 18:39:03 2023
# Output created from within /home/erik/devel/projects/e21010/setup with the following command
# SAM -m ../matcher.json -dU1,U2,U3,U4,U5 
# Setup:              setup.json
# Target:             target.json
# Implantation depth: 71.0164 nm in target of thickness 142.033 nm
# Matcher:            ../matcher.json
# Solid angles of pixels of U1
# 1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	
0.0032143	0.00347819	0.00373448	0.0039731	0.0041829	0.00435268	0.00447236	0.00453427	0.00453427	0.00447236	0.00435268	0.0041829	0.0039731	0.00373448	0.00347819	0.0032143	# 6
0.00328621	0.00356028	0.00382699	0.00407575	0.00429483	0.00447236	0.00459762	0.00466246	0.00466246	0.00459762	0.00447236	0.00429483	0.00407575	0.00382699	0.00356028	0.00328621	# 7
0.00332317	0.00360254	0.00387468	0.00412875	0.00435268	0.00453427	0.00466246	0.00472884	0.00472884	0.00466246	0.00453427	0.00435268	0.00412875	0.00387468	0.00360254	0.00332317	# 8
0.00332317	0.00360254	0.00387468	0.00412875	0.00435268	0.00453427	0.00466246	0.00472884	0.00472884	0.00466246	0.00453427	0.00435268	0.00412875	0.00387468	0.00360254	0.00332317	# 9
0.00328621	0.00356028	0.00382699	0.00407575	0.00429483	0.00447236	0.00459762	0.00466246	0.00466246	0.00459762	0.00447236	0.00429483	0.00407575	0.00382699	0.00356028	0.00328621	# 10
0.0032143	0.00347819	0.00373448	0.0039731	0.0041829	0.00435268	0.00447236	0.00453427	0.00453427	0.00447236	0.00435268	0.0041829	0.0039731	0.00373448	0.00347819	0.0032143	# 11
0.00311126	0.00336083	0.00360254	0.00382699	0.00402388	0.0041829	0.00429483	0.00435268	0.00435268	0.00429483	0.0041829	0.00402388	0.00382699	0.00360254	0.00336083	0.00311126	# 12
0.00298218	0.0032143	0.00343832	0.00364565	0.00382699	0.0039731	0.00407575	0.00412875	0.00412875	0.00407575	0.0039731	0.00382699	0.00364565	0.00343832	0.0032143	0.00298218	# 13
0.00283295	0.00304558	0.00324992	0.00343832	0.00360254	0.00373448	0.00382699	0.00387468	0.00387468	0.00382699	0.00373448	0.00360254	0.00343832	0.00324992	0.00304558	0.00283295	# 14
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	# 15
0.00249809	0.00266965	0.00283295	0.00298218	0.00311126	0.0032143	0.00328621	0.00332317	0.00332317	0.00328621	0.0032143	0.00311126	0.00298218	0.00283295	0.00266965	0.00249809	# 16
